#He	V	#exp(-EHe)
74	15	3.2386940772907040E-02
75	15	2.9599435167891999E-02
76	15	5.8425665964500828E-02
77	15	2.0858369425214716E-02
78	15	5.2339705948432381E-02
79	15	2.4477523271652670E-02
80	15	3.0807411032751076E-02
81	15	4.1171870939067740E-02
82	15	2.9896914436926322E-02
83	15	2.1709615629848571E-02
84	15	4.0356613272031147E-02
85	15	2.8724639654239433E-02
86	15	3.9955058260653896E-02
87	15	6.7880939371761442E-02
88	15	1.7249019115346279E-02
89	15	4.0762203978366211E-02
90	15	3.1745636378067939E-02
91	15	3.0807411032751076E-02
92	15	4.1585655121173161E-02
0	16	0.000E+000
1	16	2.1122532717327142E-03
2	16	2.1122532717327142E-03
3	16	2.1122532717327142E-03
4	16	2.1122532717327142E-03
5	16	2.1122532717327142E-03
6	16	2.1122532717327142E-03
7	16	2.2205508127982939E-03
8	16	2.2654089148143220E-03
9	16	2.3111732106021292E-03
10	16	2.1984559630425313E-03
11	16	2.6584819887763671E-03
12	16	2.5036640502020999E-03
13	16	2.5799119720271799E-03
14	16	2.4787521766663585E-03
15	16	2.4540881804139170E-03
16	16	2.6852001769538205E-03
17	16	4.6541313102832719E-03
18	16	4.4271466478315114E-03
19	16	4.5619733357350964E-03
20	16	4.9915939069102170E-03
21	16	5.7416996856542021E-03
22	16	6.2199090159425728E-03
23	16	5.5720068149199926E-03
24	16	5.5165644207607716E-03
25	16	6.0967465655156379E-03
26	16	5.9165604736818572E-03
27	16	7.5214224749932702E-03
28	16	8.1478596976799888E-03
29	16	8.2297470490200302E-03
30	16	7.9865212659555023E-03
31	16	7.7504838911366921E-03
32	16	8.2297470490200302E-03
33	16	9.5616019305435045E-03
34	16	9.7547591023429032E-03
35	16	1.0462058943426803E-02
36	16	1.1562363287468536E-02
37	16	1.2155178329914935E-02
38	16	1.0673406553522925E-02
39	16	1.1914489672789647E-02
40	16	1.1220643809589084E-02
41	16	1.1220643809589084E-02
42	16	1.4407591843112350E-02
43	16	1.5764416484854486E-02
44	16	1.3167547490079751E-02
45	16	2.7051846866350416E-02
46	16	1.3842662086479501E-02
47	16	1.7249019115346279E-02
48	16	1.5607557919982831E-02
49	16	2.0040501061684014E-02
50	16	1.9254701775386920E-02
51	16	2.1927800894261620E-02
52	16	1.5298507566725518E-02
53	16	2.3754103131304997E-02
54	16	2.0445346037937653E-02
55	16	1.6407774526292645E-02
56	16	2.4233967845691113E-02
57	16	2.0445346037937653E-02
58	16	2.1493601345089923E-02
59	16	2.1279736438377168E-02
60	16	1.9254701775386920E-02
61	16	3.1117030661060859E-02
62	16	1.7249019115346279E-02
63	16	2.2370771856165601E-02
64	16	2.1927800894261620E-02
65	16	2.0241911445804391E-02
66	16	2.2148178957037315E-02
67	16	2.3283740374897010E-02
68	16	2.4972002042276155E-02
69	16	2.2595601851121864E-02
70	16	2.9304915867040759E-02
71	16	2.5991128778755347E-02
72	16	2.1927800894261620E-02
73	16	3.0500872171217483E-02
74	16	2.8438824714184505E-02
75	16	4.6887695219988486E-02
76	16	2.3992835836709175E-02
77	16	4.1585655121173161E-02
78	16	3.4047454734599344E-02
79	16	3.4735258944738563E-02
80	16	2.5732512726359940E-02
81	16	4.3717797252750941E-02
82	16	3.1117030661060859E-02
83	16	3.0807411032751076E-02
84	16	3.2064685327860769E-02
85	16	3.5793105067655297E-02
86	16	2.5222974835227212E-02
87	16	4.0356613272031147E-02
88	16	3.3708676899572396E-02
89	16	3.6516173753740402E-02
90	16	2.5476469946681016E-02
91	16	2.8438824714184505E-02
92	16	3.6883167401240015E-02
93	16	3.3041200375886932E-02
94	16	2.7051846866350416E-02
95	16	3.9955058260653896E-02
96	16	3.0197383422318501E-02
97	16	4.2003597903445551E-02
98	16	2.3517745856009107E-02
99	16	5.2865728738350368E-02
0	17	0.000E+000
1	17	2.1122532717327142E-03
2	17	2.1122532717327142E-03
3	17	2.1122532717327142E-03
4	17	2.1122532717327142E-03
5	17	2.1122532717327142E-03
6	17	2.0912360005151103E-03
7	17	2.1122532717327142E-03
8	17	2.2428677194858034E-03
9	17	2.2205508127982939E-03
10	17	2.2428677194858034E-03
11	17	2.3111732106021292E-03
12	17	2.2881766529221693E-03
13	17	2.2654089148143220E-03
14	17	2.3111732106021292E-03
15	17	2.4787521766663585E-03
16	17	2.5036640502020999E-03
17	17	2.6320296510131984E-03
18	17	4.7481509994114776E-03
19	17	4.5165809426126659E-03
20	17	4.2112321579970352E-03
21	17	5.4073291264409599E-03
22	17	5.6280064144040654E-03
23	17	5.6845688192195950E-03
24	17	4.2963046907523398E-03
25	17	5.6845688192195950E-03
26	17	6.5388105705490637E-03
27	17	6.1580198871688972E-03
28	17	7.0834089290521185E-03
29	17	6.7379469990854670E-03
30	17	7.3724883313680120E-03
31	17	6.7379469990854670E-03
32	17	8.1478596976799888E-03
33	17	8.0667871390996144E-03
34	17	8.3124573819231187E-03
35	17	7.5970140275775670E-03
36	17	9.6576976275377768E-03
37	17	8.9151785484395535E-03
38	17	9.7547591023429032E-03
39	17	1.1220643809589084E-02
40	17	1.2906812580479873E-02
41	17	1.2906812580479873E-02
42	17	9.2790138870647437E-03
43	17	1.2778387649535761E-02
44	17	1.5922851504511698E-02
45	17	1.2034232284723775E-02
46	17	1.6082878822588433E-02
47	17	1.4698644504901784E-02
48	17	2.0040501061684014E-02
49	17	1.5452260123909515E-02
50	17	1.7422374639493515E-02
51	17	1.8685639337732773E-02
52	17	1.1333413154667387E-02
53	17	2.0650825181712566E-02
54	17	1.9063114291611637E-02
55	17	2.1493601345089923E-02
56	17	1.8873433135151486E-02
57	17	1.8685639337732773E-02
58	17	2.4972002042276155E-02
59	17	1.9063114291611637E-02
60	17	2.2148178957037315E-02
61	17	1.7077388507484793E-02
62	17	2.1709615629848571E-02
63	17	1.9254701775386920E-02
64	17	2.4723526470339388E-02
65	17	1.9841094744370288E-02
66	17	2.5476469946681016E-02
67	17	2.0040501061684014E-02
68	17	2.6782676492638175E-02
69	17	1.6572675401761255E-02
70	17	2.1927800894261620E-02
71	17	2.1927800894261620E-02
72	17	1.9643672553065292E-02
73	17	2.2822691425092981E-02
74	17	2.5476469946681016E-02
75	17	2.5732512726359940E-02
76	17	3.3041200375886932E-02
77	17	3.3373269960326080E-02
78	17	3.4047454734599344E-02
79	17	4.0356613272031147E-02
80	17	2.6782676492638175E-02
81	17	4.4157168419692860E-02
82	17	3.0500872171217483E-02
83	17	3.9955058260653896E-02
84	17	2.3517745856009107E-02
85	17	3.2064685327860769E-02
86	17	2.5991128778755347E-02
87	17	3.9163895098987066E-02
88	17	4.3282797901965896E-02
89	17	2.2148178957037315E-02
90	17	3.1429762018367710E-02
91	17	3.4735258944738563E-02
92	17	3.5084354100845025E-02
93	17	2.6252343965687961E-02
94	17	4.3282797901965896E-02
95	17	2.3283740374897010E-02
96	17	3.7628256807176221E-02
97	17	2.6516184408894181E-02
98	17	4.2425741080511385E-02
99	17	3.9557498788398725E-02
100	17	3.3373269960326080E-02
101	17	3.0807411032751076E-02
102	17	2.5222974835227212E-02
103	17	3.9955058260653896E-02
104	17	2.7875698255247015E-02
105	17	2.7875698255247015E-02
106	17	3.6883167401240015E-02
107	17	3.0197383422318501E-02
0	18	0.000E+000
1	18	2.1122532717327142E-03
2	18	2.1122532717327142E-03
3	18	2.1122532717327142E-03
4	18	2.1122532717327142E-03
5	18	2.1122532717327142E-03
6	18	2.1122532717327142E-03
7	18	2.1334817700377081E-03
8	18	2.1334817700377081E-03
9	18	2.1984559630425313E-03
10	18	2.3111732106021292E-03
11	18	2.2654089148143220E-03
12	18	2.3815589136168707E-03
13	18	2.1334817700377081E-03
14	18	2.5288262922292556E-03
15	18	2.3578620064902329E-03
16	18	2.6058405184084983E-03
17	18	2.3111732106021292E-03
18	18	2.6584819887763671E-03
19	18	4.6541313102832719E-03
20	18	4.3830958026687761E-03
21	18	4.1278441742554359E-03
22	18	4.6541313102832719E-03
23	18	5.3535253026599028E-03
24	18	4.5619733357350964E-03
25	18	5.1953047187052312E-03
26	18	5.5720068149199926E-03
27	18	6.6709033062552743E-03
28	18	5.9760228950059427E-03
29	18	6.2824201408011177E-03
30	18	5.3002568358704021E-03
31	18	7.3724883313680120E-03
32	18	7.0129278325854246E-03
33	18	7.8283775492257734E-03
34	18	7.2991308467885829E-03
35	18	7.4465830709243381E-03
36	18	8.9151785484395535E-03
37	18	9.6576976275377768E-03
38	18	1.1447315850505711E-02
39	18	7.1545983723145792E-03
40	18	1.0051835744633586E-02
41	18	1.2525358621074385E-02
42	18	1.0889023668554451E-02
43	18	1.2525358621074385E-02
44	18	1.2400729220443406E-02
45	18	9.6576976275377768E-03
46	18	1.3036528203437736E-02
47	18	1.5452260123909515E-02
48	18	1.0889023668554451E-02
49	18	1.4264233908999256E-02
50	18	1.3036528203437736E-02
51	18	1.3433549594245314E-02
52	18	1.7249019115346279E-02
53	18	1.9448214745385391E-02
54	18	1.9841094744370288E-02
55	18	1.8315638888734179E-02
56	18	1.8133395236801075E-02
57	18	1.7249019115346279E-02
58	18	1.4407591843112350E-02
59	18	2.0040501061684014E-02
60	18	2.3052063287225571E-02
61	18	2.6516184408894181E-02
62	18	1.7422374639493515E-02
63	18	2.1709615629848571E-02
64	18	1.9841094744370288E-02
65	18	2.4723526470339388E-02
66	18	1.9841094744370288E-02
67	18	1.7774329953659442E-02
68	18	2.2595601851121864E-02
69	18	2.1279736438377168E-02
70	18	2.0650825181712566E-02
71	18	2.1279736438377168E-02
72	18	1.8133395236801075E-02
73	18	2.2148178957037315E-02
74	18	2.1927800894261620E-02
75	18	1.8133395236801075E-02
76	18	2.0650825181712566E-02
77	18	2.9013327082197053E-02
78	18	2.2370771856165601E-02
79	18	1.9448214745385391E-02
80	18	2.4477523271652670E-02
81	18	3.6516173753740402E-02
82	18	3.3041200375886932E-02
83	18	3.7253849396215809E-02
84	18	3.1117030661060859E-02
85	18	3.0197383422318501E-02
86	18	6.0810062625217973E-02
87	18	1.7249019115346279E-02
88	18	4.4157168419692860E-02
89	18	3.7253849396215809E-02
90	18	2.8438824714184505E-02
91	18	2.4723526470339388E-02
92	18	4.3717797252750941E-02
93	18	2.7875698255247015E-02
94	18	3.1429762018367710E-02
95	18	3.2064685327860769E-02
96	18	2.7323722447292559E-02
97	18	4.0762203978366211E-02
98	18	2.6252343965687961E-02
99	18	1.9448214745385391E-02
100	18	5.9605942708939368E-02
101	18	1.5298507566725518E-02
102	18	4.2425741080511385E-02
103	18	3.9163895098987066E-02
104	18	2.1493601345089923E-02
105	18	4.4157168419692860E-02
106	18	2.7875698255247015E-02
107	18	4.2425741080511385E-02
108	18	2.4477523271652670E-02
109	18	2.3517745856009107E-02
110	18	4.0762203978366211E-02
0	19	0.000E+000
1	19	2.1122532717327142E-03
2	19	2.1122532717327142E-03
3	19	2.1122532717327142E-03
4	19	2.1122532717327142E-03
5	19	2.1122532717327142E-03
6	19	2.0912360005151103E-03
7	19	2.1122532717327142E-03
8	19	2.1122532717327142E-03
9	19	2.1984559630425313E-03
10	19	2.2205508127982939E-03
11	19	2.2428677194858034E-03
12	19	2.3578620064902329E-03
13	19	2.4054939786195095E-03
14	19	2.4787521766663585E-03
15	19	1.9694518966397014E-03
16	19	2.5542414189929983E-03
17	19	2.5799119720271799E-03
18	19	2.6584819887763671E-03
19	19	2.6584819887763671E-03
20	19	4.6078219299927519E-03
21	19	4.2535557448151254E-03
22	19	4.1693296979041115E-03
23	19	4.7009061075832760E-03
24	19	4.3394832707388947E-03
25	19	5.9760228950059427E-03
26	19	4.0867714384640666E-03
27	19	5.1953047187052312E-03
28	19	7.0129278325854246E-03
29	19	6.2199090159425728E-03
30	19	5.4073291264409599E-03
31	19	6.6709033062552743E-03
32	19	4.6078219299927519E-03
33	19	6.4093334462563831E-03
34	19	6.4093334462563831E-03
35	19	8.8264710397267226E-03
36	19	7.4465830709243381E-03
37	19	8.6516952031206341E-03
38	19	9.0952771016958155E-03
39	19	8.3124573819231187E-03
40	19	9.0952771016958155E-03
41	19	9.3722695270060576E-03
42	19	9.1866861562446642E-03
43	19	1.3568559012200934E-02
44	19	1.2525358621074385E-02
45	19	1.3299883542443767E-02
46	19	1.1678566970395442E-02
47	19	1.0254896296404022E-02
48	19	1.2155178329914935E-02
49	19	1.3167547490079751E-02
50	19	1.0998460175806881E-02
51	19	1.2906812580479873E-02
52	19	1.1562363287468536E-02
53	19	1.4846368338086832E-02
54	19	1.6572675401761255E-02
55	19	1.6572675401761255E-02
56	19	1.6407774526292645E-02
57	19	1.8685639337732773E-02
58	19	1.0889023668554451E-02
59	19	2.8155853680300106E-02
60	19	1.9254701775386920E-02
61	19	1.7774329953659442E-02
62	19	1.9448214745385391E-02
63	19	1.5764416484854486E-02
64	19	1.4846368338086832E-02
65	19	2.5222974835227212E-02
66	19	2.4723526470339388E-02
67	19	2.2148178957037315E-02
68	19	1.9643672553065292E-02
69	19	1.9063114291611637E-02
70	19	2.1927800894261620E-02
71	19	2.2595601851121864E-02
72	19	2.2595601851121864E-02
73	19	1.7774329953659442E-02
74	19	2.2370771856165601E-02
75	19	1.8685639337732773E-02
76	19	2.0445346037937653E-02
77	19	1.6907465652705279E-02
78	19	2.1493601345089923E-02
79	19	2.0040501061684014E-02
80	19	2.3754103131304997E-02
81	19	2.3517745856009107E-02
82	19	1.9841094744370288E-02
83	19	2.6782676492638175E-02
84	19	1.7774329953659442E-02
85	19	1.9254701775386920E-02
86	19	3.5436957721598640E-02
87	19	3.9163895098987066E-02
88	19	3.6516173753740402E-02
89	19	4.0762203978366211E-02
90	19	2.7875698255247015E-02
91	19	3.5436957721598640E-02
92	19	4.9291678760462171E-02
93	19	2.5476469946681016E-02
94	19	2.4723526470339388E-02
95	19	3.5436957721598640E-02
96	19	3.1429762018367710E-02
97	19	2.3283740374897010E-02
98	19	3.6152831754046426E-02
99	19	4.2852126867040187E-02
100	19	1.9643672553065292E-02
101	19	3.1745636378067939E-02
102	19	2.6516184408894181E-02
103	19	3.0500872171217483E-02
104	19	2.7875698255247015E-02
105	19	4.1171870939067740E-02
106	19	2.1067999523041434E-02
107	19	3.5436957721598640E-02
108	19	5.8425665964500828E-02
109	19	2.1067999523041434E-02
110	19	2.7598330423249287E-02
0	20	0.000E+000
1	20	2.1122532717327142E-03
2	20	2.1122532717327142E-03
3	20	2.1122532717327142E-03
4	20	2.1122532717327142E-03
5	20	2.1122532717327142E-03
6	20	2.1122532717327142E-03
7	20	2.1122532717327142E-03
8	20	2.1122532717327142E-03
9	20	2.1122532717327142E-03
10	20	2.1984559630425313E-03
11	20	2.2881766529221693E-03
12	20	2.2881766529221693E-03
13	20	2.2205508127982939E-03
14	20	2.3815589136168707E-03
15	20	2.3815589136168707E-03
16	20	2.4054939786195095E-03
17	20	2.7947852750368437E-03
18	20	2.3111732106021292E-03
19	20	2.5542414189929983E-03
20	20	2.7669766969148509E-03
21	20	4.4271466478315114E-03
22	20	4.2535557448151254E-03
23	20	4.2112321579970352E-03
24	20	4.5165809426126659E-03
25	20	4.5619733357350964E-03
26	20	5.0417602596909790E-03
27	20	4.2112321579970352E-03
28	20	5.0924307926991904E-03
29	20	5.4073291264409599E-03
30	20	5.5720068149199926E-03
31	20	5.9760228950059427E-03
32	20	5.8576897133356225E-03
33	20	7.1545983723145792E-03
34	20	5.6845688192195950E-03
35	20	5.7416996856542021E-03
36	20	7.4465830709243381E-03
37	20	7.4465830709243381E-03
38	20	7.9070540515934415E-03
39	20	8.0667871390996144E-03
40	20	8.3124573819231187E-03
41	20	8.3124573819231187E-03
42	20	9.3722695270060576E-03
43	20	7.9070540515934415E-03
44	20	1.2034232284723775E-02
45	20	1.1333413154667387E-02
46	20	1.2525358621074385E-02
47	20	1.1220643809589084E-02
48	20	9.7547591023429032E-03
49	20	1.3981783153338308E-02
50	20	1.3981783153338308E-02
51	20	1.0780676072743084E-02
52	20	1.0998460175806881E-02
53	20	1.2525358621074385E-02
54	20	1.5764416484854486E-02
55	20	1.3842662086479501E-02
56	20	1.3704925297364945E-02
57	20	1.0998460175806881E-02
58	20	1.5922851504511698E-02
59	20	1.5607557919982831E-02
60	20	1.5922851504511698E-02
61	20	1.5764416484854486E-02
62	20	1.9841094744370288E-02
63	20	1.9063114291611637E-02
64	20	2.0241911445804391E-02
65	20	1.9448214745385391E-02
66	20	1.9643672553065292E-02
67	20	2.3052063287225571E-02
68	20	1.5452260123909515E-02
69	20	2.6782676492638175E-02
70	20	1.5146284873046980E-02
71	20	1.5922851504511698E-02
72	20	2.3052063287225571E-02
73	20	2.3283740374897010E-02
74	20	2.3754103131304997E-02
75	20	2.1279736438377168E-02
76	20	1.7774329953659442E-02
77	20	1.8873433135151486E-02
78	20	2.0445346037937653E-02
79	20	1.9254701775386920E-02
80	20	1.7597472415623393E-02
81	20	2.4477523271652670E-02
82	20	2.0650825181712566E-02
83	20	1.7249019115346279E-02
84	20	2.8438824714184505E-02
85	20	1.7597472415623393E-02
86	20	2.4477523271652670E-02
87	20	2.0241911445804391E-02
88	20	2.8724639654239433E-02
89	20	1.8873433135151486E-02
90	20	1.9448214745385391E-02
91	20	3.8388398017552075E-02
92	20	3.5436957721598640E-02
93	20	2.9304915867040759E-02
94	20	4.8315638126067789E-02
95	20	3.1117030661060859E-02
96	20	4.7358924391140929E-02
97	20	1.7597472415623393E-02
98	20	3.2064685327860769E-02
99	20	2.9599435167891999E-02
100	20	3.6152831754046426E-02
101	20	2.0445346037937653E-02
102	20	4.7834889494198368E-02
103	20	2.2595601851121864E-02
104	20	2.7598330423249287E-02
105	20	2.8155853680300106E-02
106	20	3.5793105067655297E-02
107	20	2.9599435167891999E-02
108	20	2.8155853680300106E-02
109	20	2.6252343965687961E-02
110	20	3.3041200375886932E-02
111	20	4.6887695219988486E-02
112	20	2.0650825181712566E-02
113	20	2.9599435167891999E-02
0	21	0.000E+000
1	21	2.1122532717327142E-03
2	21	2.1122532717327142E-03
3	21	2.1122532717327142E-03
4	21	2.1122532717327142E-03
5	21	2.1122532717327142E-03
6	21	2.1122532717327142E-03
7	21	2.1122532717327142E-03
8	21	2.1122532717327142E-03
9	21	2.1122532717327142E-03
10	21	2.2881766529221693E-03
11	21	2.1334817700377081E-03
12	21	2.4540881804139170E-03
13	21	2.1549236182976149E-03
14	21	2.5036640502020999E-03
15	21	2.3111732106021292E-03
16	21	2.1549236182976149E-03
17	21	2.5542414189929983E-03
18	21	2.3344008875291352E-03
19	21	2.6058405184084983E-03
20	21	2.6320296510131984E-03
21	21	2.5542414189929983E-03
22	21	4.1278441742554359E-03
23	21	3.6978637164829320E-03
24	21	4.2535557448151254E-03
25	21	3.8104804325920370E-03
26	21	4.1693296979041115E-03
27	21	4.6078219299927519E-03
28	21	4.7958707102964213E-03
29	21	4.4716402113483319E-03
30	21	5.4616736876407787E-03
31	21	5.1436105730303834E-03
32	21	5.8576897133356225E-03
33	21	5.6845688192195950E-03
34	21	6.4093334462563831E-03
35	21	5.6845688192195950E-03
36	21	6.7379469990854670E-03
37	21	6.5388105705490637E-03
38	21	6.8740625574962482E-03
39	21	7.6733652878954893E-03
40	21	8.6516952031206341E-03
41	21	8.1478596976799888E-03
42	21	7.7504838911366921E-03
43	21	8.7386461854732905E-03
44	21	8.5656093974980606E-03
45	21	9.3722695270060576E-03
46	21	1.0889023668554451E-02
47	21	1.0051835744633586E-02
48	21	1.1220643809589084E-02
49	21	1.2155178329914935E-02
50	21	1.1220643809589084E-02
51	21	1.2155178329914935E-02
52	21	1.1108996538242306E-02
53	21	1.1220643809589084E-02
54	21	1.4122302410163962E-02
55	21	9.5616019305435045E-03
56	21	1.3433549594245314E-02
57	21	1.1108996538242306E-02
58	21	1.7249019115346279E-02
59	21	1.1678566970395442E-02
60	21	1.3299883542443767E-02
61	21	1.6407774526292645E-02
62	21	1.4995576820477703E-02
63	21	1.3981783153338308E-02
64	21	1.7249019115346279E-02
65	21	1.6739233558580632E-02
66	21	1.7597472415623393E-02
67	21	1.9063114291611637E-02
68	21	2.3517745856009107E-02
69	21	1.6572675401761255E-02
70	21	1.9254701775386920E-02
71	21	2.0040501061684014E-02
72	21	2.3052063287225571E-02
73	21	1.8873433135151486E-02
74	21	1.6907465652705279E-02
75	21	2.5476469946681016E-02
76	21	2.0858369425214716E-02
77	21	1.4264233908999256E-02
78	21	1.9063114291611637E-02
79	21	1.5298507566725518E-02
80	21	2.1709615629848571E-02
81	21	2.1493601345089923E-02
82	21	1.9841094744370288E-02
83	21	1.8685639337732773E-02
84	21	1.7249019115346279E-02
85	21	2.1493601345089923E-02
86	21	1.8873433135151486E-02
87	21	2.2595601851121864E-02
88	21	2.2148178957037315E-02
89	21	2.1067999523041434E-02
90	21	2.1927800894261620E-02
91	21	2.1067999523041434E-02
92	21	2.5732512726359940E-02
93	21	2.2148178957037315E-02
94	21	2.8155853680300106E-02
95	21	3.2712434939019819E-02
96	21	3.5436957721598640E-02
97	21	2.6516184408894181E-02
98	21	2.6252343965687961E-02
99	21	2.9304915867040759E-02
100	21	2.4477523271652670E-02
101	21	3.2386940772907040E-02
102	21	4.0762203978366211E-02
103	21	3.1745636378067939E-02
104	21	2.2370771856165601E-02
105	21	3.2064685327860769E-02
106	21	4.2425741080511385E-02
107	21	3.2712434939019819E-02
108	21	2.0858369425214716E-02
109	21	4.2003597903445551E-02
110	21	2.3754103131304997E-02
111	21	1.8499714119819242E-02
112	21	2.3992835836709175E-02
113	21	3.1117030661060859E-02
0	22	0.000E+000
1	22	2.1122532717327142E-03
2	22	2.1122532717327142E-03
3	22	2.1122532717327142E-03
4	22	2.1122532717327142E-03
5	22	2.1122532717327142E-03
6	22	2.1122532717327142E-03
7	22	2.1122532717327142E-03
8	22	2.1334817700377081E-03
9	22	2.1122532717327142E-03
10	22	2.1549236182976149E-03
11	22	2.1549236182976149E-03
12	22	2.2428677194858034E-03
13	22	2.3344008875291352E-03
14	22	2.3111732106021292E-03
15	22	2.4787521766663585E-03
16	22	2.3815589136168707E-03
17	22	2.7121868873866434E-03
18	22	1.9112457966326377E-03
19	22	2.6320296510131984E-03
20	22	2.4296695950245975E-03
21	22	2.7121868873866434E-03
22	22	2.4787521766663585E-03
23	22	4.0058479420904203E-03
24	22	3.6246411089657558E-03
25	22	3.8487763976105429E-03
26	22	4.0461073832221989E-03
